title,image_url,page_url,description
RetroRealms,https://iwant.games/wp-content/uploads/retrorealms-thumb-400x600.jpg,https://iwant.games/retrorealms/,"RetroRealms: Halloween and Ash vs Evil Dead — сборник олдскульных боевиков и ретро-платформеров в пиксельной стилистике и 2D-камерой сбоку как в классических сайд-скроллерах, вдохновлённый старыми 16-битными играми и культовыми кинофраншизами. "
Teenage Mutant Ninja Turtles: Mutants Unleashed,https://iwant.games/wp-content/uploads/teenage-mutant-ninja-turtles-mutants-unleashed-thumb-400x600.jpg,https://iwant.games/teenage-mutant-ninja-turtles-mutants-unleashed/,"Teenage Mutant Ninja Turtles: Mutants Unleashed — аркадный beat'em up, созданный на основе анимационного мультфильма «Черепашки-ниндзя: Погром мутантов» 2023 года. Действие игры разворачивается спустя несколько месяцев после событий концовки фильма."
Sonic X Shadow Generations,https://iwant.games/wp-content/uploads/sonic-x-shadow-generations-thumb-400x600.jpg,https://iwant.games/sonic-x-shadow-generations/,"Sonic X Shadow Generations — аркадный платформер во вселенной Соника, ремастер игры Sonic Generations 2011 года. Игра получит обновлённую графику, улучшенные классические 2D и 3D уровни, новые суперсилы, бонусный контент, а также новую самостоятельную сюжетную кампанию за ежа Шэдоу."
Call of Duty: Black Ops 6 (2024),https://iwant.games/wp-content/uploads/call-of-duty-2024-thumb-1-400x600.jpg,https://iwant.games/call-of-duty-2024/,"Call of Duty: Black Ops 6 — шутер от 1-го лица, следующая игра в серии Call of Duty, прямое продолжение игр Call of Duty: Black Ops 2 и Call of Duty Black Ops: Cold War."
Barbie Project Friendship,https://iwant.games/wp-content/uploads/barbie-project-friendship-thumb-400x600.jpg,https://iwant.games/barbie-project-friendship/,"Barbie Project Friendship — трогательная приключенческая игра во вселенной культовой детской игрушки Барби, в которой вы окунетесь в путешествие полное дружбы. Динамичный дуэт Барби «Малибу» и Барби «Бруклин» намеревается спасти обветшалый общественный центр «Malibu Waves» и превратить его помещения в сказочные места, такие как салон для домашних животных, кемпинг, техническая лаборатория и многое другое. "
Life is Strange: Double Exposure,https://iwant.games/wp-content/uploads/life-is-strange-double-exposure-thumb-1-400x600.jpg,https://iwant.games/life-is-strange-double-exposure/,"Life is Strange: Double Exposure (Life is Strange 3) — приключенческая сюжетная игра в жанре интерактивного кино, следующая игра в серии с Макс Колфилд в главной роли. По сюжету она обнаруживает мертвую в снегу свою самую близкую новую подругу Сафи, которую убили. Чтобы спасти ее, Макс пытается перемотать время назад с помощью силы, которой она не пользовалась годами... "
Dragon Age: The Veilguard,https://iwant.games/wp-content/uploads/dragon-age-the-veilguard-thumb-1-400x600.jpg,https://iwant.games/dragon-age-the-veilguard/,"Dragon Age: The Veilguard (ранее «Dreadwolf») — фэнтезийная приключенческая экшен-ролевая игра от 3-го лица, продолжение Dragon Age: Inquisition, вышедшей в 2014 году. "
Empire of the Ants,https://iwant.games/wp-content/uploads/empire-of-the-ants-thumb-400x600.jpg,https://iwant.games/empire-of-the-ants/,"Empire of the Ants — стратегическая игра, основанная на научно-фантастическом романе «Муравьи» Бернарда Вербера, выпущенном в 1991 году. Игроку предстоит создать и развить свою колонию муравьёв, исследовать новые территории, заключать союзы или идти войной на других насекомых. "
Mario & Luigi: Brothership,https://iwant.games/wp-content/uploads/mario-luigi-brothership-thumb-400x600.jpg,https://iwant.games/mario-luigi-brothership/,"Mario & Luigi: Brothership — мультяшный платформер с пошаговыми боями во вселенной Марио, действие которого разворачивается на таинственных морских островах мира Конкордия. Двум братьям предстоит вновь объединить свои силы, чтобы преодолеть все препятствия на своём пути и победить сложных противников."
Slitterhead,https://iwant.games/wp-content/uploads/slitterhead-thumb-400x600.jpg,https://iwant.games/slitterhead/,"Slitterhead — экшен-хоррор от создателя Silent Hill Кэйитиро Тоямы, рассказывающий о противостоянии людей и жутких монстров. Музыку к игре напишет композитор Silent Hill Акира Ямаока."
Farming Simulator 25,https://iwant.games/wp-content/uploads/farming-simulator-25-thumb-400x600.jpg,https://iwant.games/farming-simulator-25/,"Farming Simulator 25 — продолжение популярной серии симулятора фермера за 2024 год. Благодаря обновлённому движку GIANTS Engine 10 игроков ждёт ещё более реалистичная графика, физика, природные явления, тени и другие технические улучшения."
Assassin’s Creed: Shadows (2024),https://iwant.games/wp-content/uploads/assassins-creed-shadows-thumb-1-400x600.jpg,https://iwant.games/assassins-creed-shadows/,"Assassin's Creed: Shadows (ранее «Assassin's Creed Codename Red») — приключенческий экшен от 3-го лица, четырнадцатая игра в популярной приключенческой серии Assassin's Creed, действие которой развернётся в феодальной Японии 1579 года с двумя главными героями: скрытной девушкой-ниндзя (синоби) Наоэ и сильным самураем Ясукэ."
Metal Gear Solid 3: Snake Eater (2024),https://iwant.games/wp-content/uploads/metal-gear-solid-remake-thumb-400x600.jpg,https://iwant.games/metal-gear-solid-remake-2023/,"Metal Gear Solid 3: Snake Eater Remake (2024) — ремейк стелс-экшена Metal Gear Solid 3: Snake Eater 2004 года про элитного спецназовца и шпиона Солида Снейка, отправившемся на секретную миссию. Игра является приквелом серии, а действие развернётся в 1960-х годах."
Microsoft Flight Simulator (2024),https://iwant.games/wp-content/uploads/microsoft-flight-simulator-2024-thumb-400x600.jpg,https://iwant.games/microsoft-flight-simulator-2024/,"Microsoft Flight Simulator 24 — новая игра в серии авиасимуляторов от Microsoft. Благодаря улучшенному движку Asobo Studio разработчики обещают беспрецедентный уровень точности и реализма полёта, и окружающего мира. Игрок сможет управлять огромным числом воздушных транспортных средств: самолётами, вертолётами, спасательной и грузовой техникой, и даже воздушными шарами."
S.T.A.L.K.E.R. 2: Heart of Chornobyl,https://iwant.games/wp-content/uploads/stalker-2-screenshot-16-468x702.jpg,https://iwant.games/stalker-2/,"S.T.A.L.K.E.R. 2: Heart of Chornobyl — долгожданное продолжение постапокалиптического шутера от 1-го лица, действие которого разворачивается в Чернобыле. В игре будет большой открытый мир, а не связанные локации, как в предыдущих играх серии, а также улучшенная система симуляции жизни A-Life 2.0, благодаря которой все обитатели Зоны будут жить и взаимодействовать друг с другом без участия игрока, влияя на игровой мир."
Vampire: The Masquerade – Bloodlines 2,https://iwant.games/wp-content/uploads/vampire-the-masquerade-bloodlines-2-thumb-400x600.jpg,https://iwant.games/vampire-the-masquerade-bloodlines-2/,Vampire: The Masquerade - Bloodlines 2 — сиквел популярной ролевой игры во вселенной Мира Тьмы.
inZOI,https://iwant.games/wp-content/uploads/inzoi-thumb-400x600.jpg,https://iwant.games/inzoi/,"inZOI — реалистичный симулятор жизни в духе серии The Sims. Игрок сможет создать собственных персонажей с помощью мощного редактора, обустроить своё жильё и быт, заниматься делами, работой, творчеством, общаться с людьми и свободно гулять по городу. "
Starfield: Shattered Space,https://iwant.games/wp-content/uploads/starfield-shattered-space-thumb-400x600.jpg,https://iwant.games/starfield-shattered-space/,"Starfield: Shattered Space (рус. «Расколотый космос») — первое дополнение к научно-фантастической космической ролевой игре Starfield. Игрокам предстоит узнать тайны Дома Ва’руун, разыскав местоположение их базы в городе Дазра на планете Ва’руун’кай. Масштаб расширения разработчики сравнивают с дополнением Far Harbor для Fallout 4."
Gex Trilogy,https://iwant.games/wp-content/uploads/gex-trilogy-thumb-400x600.jpg,https://iwant.games/gex-trilogy/,"Gex Trilogy — сборник ремастеров всех трёх частей классической серии платформеров про крутую ящерицу-геккона Гекса (Gex, Gex: Enter the Gecko,  Gex 3: Deep Cover Gecko), которая может ползать по стенам и драться хвостом. Игра получит современную графику и некоторые улучшения геймплея для большего удобства игры."
Planet Coaster 2,https://iwant.games/wp-content/uploads/planet-coaster-2-thumb-400x600.jpg,https://iwant.games/planet-coaster-2/,Planet Coaster 2 (рус. «Планета аттракционов 2») — сиквел экономического симулятора строительства парка развлечений и аттракционов. Игрокам вновь предстоит воссоздать ещё более грандиозный развлекательный парк с новыми нововведениями.
The Precinct,https://iwant.games/wp-content/uploads/the-precinct-thumb-400x600.jpg,https://iwant.games/the-precinct/,"The Precinct — криминальный боевик в духе первых частей серии GTA с отдалённым видом сверху, но уже с полицейским в качестве главного героя. Действие игры разворачивается в городе Аверно в 1983 году, выпускник полицейской академии Ник Корделл-младший заступает на службу правопорядка в этом захлестнувшем насилием месте, чтобы положить конец уличными бандам, а также узнать правду гибели своего отца."
Alien: Rogue Incursion,https://iwant.games/wp-content/uploads/alien-rogue-incursion-thumb-400x600.jpg,https://iwant.games/alien-rogue-incursion/,"Alien: Rogue Incursion — одиночный экшен-хоррор во вселенной кинофраншизы «Чужой», созданный специально для шлемов виртуальной реальности SteamVR, PS VR2 и Meta Quest 3. Игроков ждёт новая история элитного бойца морской пехоты США — Зулы Хендрикс, которой предстоит уничтожить всех ксеноморфов, захвативших космическую станцию."
Atomic Heart (DLC 3),https://iwant.games/wp-content/uploads/atomic-heart-dlc-3-screenshot-01-400x600.webp,https://iwant.games/atomic-heart-dlc-3/,"Atomic Heart DLC 3 — третье дополнение Atomic Heart, продолжающее основную историю майора Нечаева, который, вероятно, отправится в научно-исследовательский подводный комплекс «Нептун», где можно встретить роботизированных морских обитателей, в частности — огромного бионического кита."
Sunkissed City,https://iwant.games/wp-content/uploads/sunkissed-city-thumb-400x600.jpg,https://iwant.games/sunkissed-city/,"Sunkissed City — пиксельный симулятор жизни от одного из создателей Stardew Valley, который перенесёт игрока из милого деревенского сеттинга оригинальной игры в огромный мегаполис Аполло-Сити, наполненный всевозможными активностями."
Lego Horizon Adventures,https://iwant.games/wp-content/uploads/lego-horizon-adventures-thumb-400x600.jpg,https://iwant.games/lego-horizon-adventures/,"Lego Horizon Adventures — приключенческий экшен с изометрическим видом во вселенной LEGO и игровой серии Horizon. Игрокам предстоит сыграть за любимую героиню-охотницу на «машин-динозавров» Элой, а также её наставника Роста, чтобы вместе отправиться в увлекательное и весёлое приключение по миру, состоящем из кирпичиков ЛЕГО."
Steel Seed,https://iwant.games/wp-content/uploads/steel-seed-thumb-400x600.jpg,https://iwant.games/steel-seed/,"Steel Seed — приключенческая игра в жанре стелс-экшена от 3-го лица в сеттинге научной фантастики, в которой человечество вновь очутилось на грани выживания. Захватывающая канва повествования, написанная писателем Мартином Корда, дает ощущение максимального погружения в мрачный мир фантастики. "
Deathground,https://iwant.games/wp-content/uploads/deathground-thumb-400x600.jpg,https://iwant.games/deathground/,"Deathground — атмосферный экшен-хоррор от 1-го лица, где игрокам предстоит выживать в мире динозавров. В одиночку или в кооперативе до 3-х человек игроки будут заброшены на «Поле смерти» для выполнения определённых целей. На уровне вы сможете найти оружие и ценные предметы, с помощью которых можно будет смастерить полезные и облегчающие прохождение инструменты."
Star Citizen,https://iwant.games/wp-content/uploads/star-citizen-thumb-400x600.jpg,https://iwant.games/star-citizen/,"Star Citizen — космо-симулятор, разработанный Roberts Space Industries. В его основу заложен графический движок CryENGINE 3, делающий игру более динамичной и красивой."
Plants vs. Zombies: Garden Warfare 3,https://iwant.games/wp-content/uploads/plants-vs-zombies-garden-warfare-3-thumb-400x600.jpg,https://iwant.games/plants-vs-zombies-garden-warfare-3/,"Plants vs Zombies: Garden Warfare 3 — комедийный экшен-шутер от 3-го лица, продолжение противостояния растений и зомби."
Way to the Woods,https://iwant.games/wp-content/uploads/way-to-the-woods-thumb-400x600.jpg,https://iwant.games/way-to-the-woods/,"Way to the Woods (рус. «Дорога в Лес») — одиночная приключенческая игра от 3-го лица про олененка и его маму, которые хотят вернуться домой."
Beyond Good & Evil 2,https://iwant.games/wp-content/uploads/beyond-good-evil-2-thumb-400x600.jpg,https://iwant.games/beyond-good-evil-2/,"Beyond Good & Evil 2 («За гранью добра и зла 2») - приключенческий экшен от 3-го лица, являющийся приквелом оригинальной Beyond Good & Evil, вышедшей в 2003 году на PC. События игры происходят во времена юности Джейд, главной героини 1-й части, в «обширной солнечной системе» Система 3."
Everywhere,https://iwant.games/wp-content/uploads/everywhere-thumb-400x600.jpg,https://iwant.games/everywhere/,Everywhere — онлайн экшен с огромным открытым миром от бывшего президента Rockstar North Лесли Бензиса.
Left 4 Dead 3,https://iwant.games/wp-content/uploads/left-4-dead-3-cover-400x600.jpg,https://iwant.games/left-4-dead-3/,"Left 4 Dead 3 — третья часть кооперативного зомби-выживача от 1-го лица, которая является приквелом серии. По слухам игра находилась в разработке, но на данный момент проект видимо заброшен."
Persona 6,https://iwant.games/wp-content/uploads/persona-6-cover-400x600.webp,https://iwant.games/persona-6/,"Persona 6 — приключенческая ролевая игра в аниме-стилистике, продолжение серии Persona."
Hollow Knight: Silksong,https://iwant.games/wp-content/uploads/hollow-knight-silksong-thumb-400x600.jpg,https://iwant.games/hollow-knight-silksong/,Hollow Knight: Silksong (рус. «Полый рыцарь: Шелк и Песня») - продолжение популярной игры в жанре метроидвания Hollow Knight.
Tomb Raider (2024),https://iwant.games/wp-content/uploads/tomb-raider-2023-thumb-400x600.jpg,https://iwant.games/tomb-raider-2024/,"Tomb Raider (2024) — приключенческий экшен от 3-го лица, новая игра во вселенной Лары Крофт. Игра расскажет историю уже более опытной героини, по сравнению с ранними приключениями из предыдущих игр. Игра может получить открытый мир, а местом действия станет Индия, в особенности — храм императора Ашоки."
Project M (NCsoft),https://iwant.games/wp-content/uploads/project-m-thumb-400x600.jpg,https://iwant.games/project-m/,"Project M (2024) — сюжетный приключенческий экшен от 3-го лица в жанре интерактивного кино и сеттинге научной фантастики в духе Detroit: Become Human, в котором все решения игрока будут влиять на развитие истории и преображении мира."
Twisted Metal (2024),https://iwant.games/wp-content/uploads/twisted-metal-remake-thumb-400x600.jpg,https://iwant.games/twisted-metal-remake/,"Twisted Metal (2024) — разрушительные гонки на выживание, где игрокам предстоит сражаться друг с другом на вооружённых машинах."
Phonopolis,https://iwant.games/wp-content/uploads/phonopolis-thumb-400x600.jpg,https://iwant.games/phonopolis/,"Phonopolis — приключенческая головоломка от создателей Botanicula и Machinarium. Действие игры разворачивается в антиутопическом футуристическом городе, где глава города — Лидер — пытается тайно захватить всю власть. "
Everwild,https://iwant.games/wp-content/uploads/everwild-thumb-400x600.jpg,https://iwant.games/everwild/,"Everwild — новая IP от создателей Sea of Thieves. Создатели предлагают уникальный красочный мир, населённый множеством сказочных созданий, как хороших, так и опасных."
Path of Exile 2,https://iwant.games/wp-content/uploads/path-of-exile-2-thumb-400x600.jpg,https://iwant.games/path-of-exile-2/,"Path of Exile (рус. «Путь изгнанника 2») — вторая часть бесплатного диаблоида Path of Exile. Действие игры разворачивается спустя 20 лет после финала оригинальной игры. Новая игра будет включать в себя 7 новых сюжетных актов, а также море улучшений как в геймплейном, так и техническом аспекте."
The Wolf Among Us 2,https://iwant.games/wp-content/uploads/the-wolf-among-us-2-thumb-1-400x600.jpg,https://iwant.games/the-wolf-among-us-2/,"The Wolf Among Us (рус. «Волк среди нас 2») — продолжение приключенческой головоломки от студии Telltale Games. Жизнь в большом и злом городе кровавая, страшная и опасная. Бигби и Сноу возвращаются, чтобы распутать еще больше загадок в долгожданном продолжении одной из самых любимых игр серии Telltale. "
Корсары: Чёрная метка,https://iwant.games/wp-content/uploads/corsairs-black-spot-thumb-400x600.jpg,https://iwant.games/corsairs-black-spot/,"Корсары: Чёрная метка (англ. «Corsairs: Black Spot») — экшен РПГ от 3-го лица, продолжение легендарной пиратской серии. Действие игры разворачивается в XVII веке во времена Золотой эры пиратства. Игроку предстоит выбрать свой путь в это нелегкое время: заработать состояние на службе государству или стать свободным пиратом и самому решать свою судьбу."
Project: MARA,https://iwant.games/wp-content/uploads/project-mara-screenshot-05-400x600.jpg,https://iwant.games/project-mara/,"Project: MARA — психологический хоррор от студии Ninja Theory. Игра расскажет историю девушки, которая страдает от психического расстройства. Разработчики обещают реалистичную атмосферу ""ужаса разума"" человека, т.к. прототипом для создания игровых механик стали реальные исследования в области психиатрии, а также истории самих больных."
Pragmata,https://iwant.games/wp-content/uploads/pragmata-thumb-400x600.jpg,https://iwant.games/pragmata/,"Pragmata — динамичный научно-фантастический приключенческий экшен от 3-го лица про двух «человечных» роботов, оставленных на произвол судьбы в захваченной искусственными интеллектом колонии на Луне. Игрокам предстоит помочь «живым» роботам найти способ вернуться домой — на Землю."
Total War: Elysium,https://iwant.games/wp-content/uploads/total-war-elysium-thumb-400x600.jpg,https://iwant.games/total-war-elysium/,"Total War: Elysium – условно-бесплатная коллекционная карточная игра во вселенной Total War. В «городе легенд» под названием Элизиум между собой сойдутся в схватке военачальники из разных эпох. Здесь сражаются полководцы и предводители разных народов – Первый консул Французской республики Наполеон Бонапарт, мастер военного дела Цао Цао, северная воительница Лагерта, а также многие другие."
Builders of Egypt,https://iwant.games/wp-content/uploads/builders-of-egypt-thumb-400x600.jpg,https://iwant.games/builders-of-egypt/,"Builders of Egypt – градостроительный симулятор в жанре экономической стратегии. События игры разворачиваются в долине Нила. В симуляторе отражена специфика древнеегипетского уклада жизни. По сюжету правитель Египта отправляет протагониста строить город, чтобы упрочить своё влияние в определённой местности."
Project G.G.,https://iwant.games/wp-content/uploads/project-g-g-screenshot-01-400x600.jpg,https://iwant.games/project-g-g/,"Project G.G. — экшен игра про супергероя, который может увеличиваться в размере, сопоставимых с гигантскими кайдзю, с которыми и придётся сражаться. Разработчики обещают не ограничиваться жанром экшена, поэтому они обещают в хорошем смысле «обмануть» игроков в этом плане."
Ninja Simulator,https://iwant.games/wp-content/uploads/ninja-simulator-thumb-400x600.jpg,https://iwant.games/ninja-simulator/,"Ninja Simulator – приключенческая игра в жанре стелс-экшена, позволяющая игроку испытать свои силы при выполнении заданий, связанных со шпионажем, незаметным проникновением на вражескую территорию и устранением противников."
SYN,https://iwant.games/wp-content/uploads/syn-thumb-468x702.jpg,https://iwant.games/syn/,"SYN — киберпанковый экшен-шутер от 1-го лица в открытом мире. Игроки могут играть за одну из трех фракций, а также полностью кастомизировать своего героя, транспорт, а также своего собственного кибернетического питомца, настраивая внешний вид и способности."
EARTHLOCK 2,https://iwant.games/wp-content/uploads/earthlock-2-thumb-468x702.jpg,https://iwant.games/earthlock-2/,"Компания Snowcastle Games хочет познакомить вас с новой ролевой игрой под названием Earthlock 2. Продолжение игры, в ""сердце"" которой находится движок Unreal Engine станет более амбициозной новинкой, по сравнению с её предшественницей. Что касается первой версии, то она была на Unity. Новая версия 100% вас поразит!"
Injustice 3,https://iwant.games/wp-content/uploads/injustice-3-thumb-468x702.jpg,https://iwant.games/injustice-3/,"Injustice 3 - файтинг во вселенной DC, третья часть в серии."
Metro Awakening,https://iwant.games/wp-content/uploads/metro-awakening-thumb-400x600.jpg,https://iwant.games/metro-awakening/,"Metro Awakening (Metro 5) — сюжетный приключенческий шутер от 1-го лица для VR-устройств, являющаяся приквелом серии Metro. Игроку в роли одного из выживших московской подземки — врача Сердара — предстоит отправиться на поиски лекарства для своей жены, столкнувшись с ужасами этого богом забытого места."
Beholder: Conductor,https://iwant.games/wp-content/uploads/beholder-conductor-thumb-400x600.jpg,https://iwant.games/beholder-conductor/,"Beholder: Conductor — четвёртая игра в антиутопической серии Beholder, являющаяся её спин-оффом. На этот раз игроку в роли кондуктора поезда «Поставщик решимости» предстоит следить за порядком в вагонах состава: проверять билеты, обыскивать пассажиров, доносить на них, помогать или шантажировать — всё как обычно в духе предыдущих игр. "
ARK 2,https://iwant.games/wp-content/uploads/ark-2-cover-400x600.jpg,https://iwant.games/ark-2/,"ARK 2 — продолжение симулятора выживания от 1-го лица с Вин Дизелем в главной роли, который сыграет персонажа по имени Сантьяго и будет мочить динозавров и других людей, чтобы защитить своё племя."
Crimson Desert,https://iwant.games/wp-content/uploads/crimson-desert-thumb-400x600.jpg,https://iwant.games/crimson-desert/,"Crimson Desert — фэнтезийная MMORPG от 3-го лица с открытым миром от создателей Black Desert. В центре сюжета окажутся наемники, которым предстоит сражаться и выживать в беспощадных землях бескрайнего континента Пайвел. Это не просто история жизни одного конкретного героя, а написанная кровью сага, повествующая о пути к успеху и падениях каждого наемника в не щадящие никого времена."
Perfect Dark (2024),https://iwant.games/wp-content/uploads/perfect-dark-thumb-400x600.jpg,https://iwant.games/perfect-dark/,"Perfect Dark Remake (2024) — приключенческий шутер от 1-го лица в сеттинге научной фантастики, перезапуск игры 2000 года. Действие игры разворачивается в недалёком будущем после серии катаклизмов, сделавших непригодными многие регионы и экосистемы планеты и поставивших под вопрос само существование Земли. "
Little Devil Inside,https://iwant.games/wp-content/uploads/little-devil-inside-thumb-400x600.jpg,https://iwant.games/little-devil-inside/,"Little Devil Inside представляет собой приключенческую игру с элементами выживания, в которой нам предстоит столкнуться с массой испытаний. Авторы проекта вдохновлялись такими франшизами, как Dark Souls, System Shock и The Legend of Zelda."
Indiana Jones and the Great Circle,https://iwant.games/wp-content/uploads/indiana-jones-and-the-great-circle-thumb-400x600.jpg,https://iwant.games/indiana-jones-and-the-great-circle/,"Indiana Jones and the Great Circle (рус. «Индиана Джонс и Большой круг») — одиночный приключенческий экшен от 1-го лица с элементами головоломок, созданный по мотивам известной киносерии «Индиана Джонс», действие которого разворачивается в 1937 году между событиями фильмов «В поисках утраченного ковчега» и «Последний крестовый поход»."
Binary Smoke,https://iwant.games/wp-content/uploads/binary-smoke-thumb-400x600.jpg,https://iwant.games/binary-smoke/,"Binary Smoke — приключенческий научно-фантастический боевик от 3-го лица в сеттинге киберпанка. Наука будущего создала разумные цифровые бинарные формы жизни с невероятными сверхъестественными способностями. Игроку предстоит взять на себя роль Бинара-бунтаря, который возглавит восстание против правящего класса, чтобы изменить ход жизни."
Gothic: Remake,https://iwant.games/wp-content/uploads/gothic-remake-thumb-400x600.jpg,https://iwant.games/gothic-remake/,Gothic: Remake — ремейк оригинальной ролевой игры 2001 года Gothic.
Earthblade,https://iwant.games/wp-content/uploads/earthblade-thumb-400x600.jpg,https://iwant.games/earthblade/,Earthblade — двухмерная приключенческая игра в бесшовном мире пиксельной графики от создателей Celeste.
BioShock 4: Isolation,https://iwant.games/wp-content/uploads/bioshock-4-thumb-400x600.jpg,https://iwant.games/bioshock-4/,"BioShock: Isolation — новая игра во вселенной BioShock, которая, предположительно, отойдет от линейности сюжета предыдущих частей и примкнёт к иммерсив-симам с открытым миром и ролевой системой. Вероятным местом действия игры станет вымышленный город Бореалис в Антарктике 1960-ых годов."
Mafia 4,https://iwant.games/wp-content/uploads/mafia-4-thumb-400x600.jpg,https://iwant.games/mafia-4/,"Mafia 4 — следующая игра в популярной криминальной серии экшенов от 3-го лица. Согласно неподтверждённой информации в игре будет 2 главных героя: первый — продажный полицейский по имени Хейн, который связан с аферами в казино города Сент-Фортуна (Лас-Вегас), но именно игроку предстоит решить его судьбу и принять чью-то сторону, а второй — судья в Лост-Хевене, которому предстоит разбираться в бандитских делах, начиная с 40-х по 80-х годы."
Abandoned,https://iwant.games/wp-content/uploads/abandoned-thumb-400x600.jpg,https://iwant.games/abandoned/,"Abandoned — реалистичный кинематографический шутер на выживание с элементами хоррора. Главный герой игры, Джейсон Лонгфилд, непонятным образом оказывается в странном лесу, где ему предстоит выживать в суровых природных условиях, искать воду и еду, охотиться на животных, защищать себя и искать путь к цивилизации."
The Raid,https://iwant.games/wp-content/uploads/the-raid-thumb-400x600.jpg,https://iwant.games/the-raid/,"The Raid — киберпанковый онлайн шутер от 1-го лица, действие которого происходит в мрачной вселенной Observer. По сюжету всемогущая корпорация будущего Chiron организовывает VR-турнир, участниками которого становятся обезумевшие люди низшего сословия, ищущие любую возможность для заработка."
Blizzard Multiplayer Shooter AAA,https://iwant.games/wp-content/uploads/blizzard-cover-400x600.jpg,https://iwant.games/blizzard-multiplayer-shooter-aaa/,Blizzard Multiplayer Shooter AAA — неизвестный неанонсированный мультиплеерный шутер от 1-го лица с «эпическими и запоминающимися мирами».
The Outer Worlds 2,https://iwant.games/wp-content/uploads/the-outer-worlds-2-thumb-400x600.jpg,https://iwant.games/the-outer-worlds-2/,"The Outer Worlds 2 — продолжение научно-фантастической ролевой игры The Outer Worlds. Известно, что в игре будет новая солнечная система для исследования и новый экипаж корабля, но те же Внешние миры."
Metal Slug Tactics,https://iwant.games/wp-content/uploads/metal-slug-tactics-thumb-400x600.jpg,https://iwant.games/metal-slug-tactics/,"Metal Slug Tactics — тактическая пошаговая стратегия во вселенной Metal Slug с элементами Roguelike и RPG. Героям серии — Марко, Эри, Фио и Тарма — предстоит сразиться со своими противниками в новом жанре. Каждый из них получит уникальные навыки, возможность прокачки дерева талантов и шкалу адреналина, позволяющую наносить суперудар. Игровые карты будут процедурно-генерируемыми."
Contraband,https://iwant.games/wp-content/uploads/contraband-thumb-400x600.jpg,https://iwant.games/contraband/,"Contraband — кооперативная экшен-приключенческая игра-песочница с открытым миром про контрабандистов, события которой происходят в вымышленном мире Байане 1970-х годов. Четырем игрокам предстоит тщательно планировать ограбления и контрабандные перевозки, используя различные гаджеты, машины и в крайнем случае оружие."
Sniper Ghost Warrior Contracts 3,https://iwant.games/wp-content/uploads/sniper-ghost-warrior-contracts-3-thumb-400x600.jpg,https://iwant.games/sniper-ghost-warrior-contracts-3/,Sniper Ghost Warrior Contracts 3 — третья часть снайперского экшен-шутера от 1-го лица.
Control 2,https://iwant.games/wp-content/uploads/control-2-thumb-400x600.jpg,https://iwant.games/control-2/,"Control 2 — экшен-приключение от 3-го лица в сеттинге научной фантастики, сиквел Control."
Star Wars: Knights of the Old Republic Remake,https://iwant.games/wp-content/uploads/star-wars-knights-of-the-old-republic-remake-cover-400x600.jpg,https://iwant.games/star-wars-knights-of-the-old-republic-remake/,"Star Wars: Knights of the Old Republic Remake — ролевая игра от 3-го лица во вселенной киносаги «Звёздные Войны», ремейк одноименной игры 2003 года Star Wars: Knights of the Old Republic. Разработчики с нуля создают современную версию игры, сохраняя её оригинальность, сюжет и персонажей."
Condor,https://iwant.games/wp-content/uploads/condor-400x585.jpg,https://iwant.games/condor/,"Condor (рабочее название) — кооперативный экшен-PVE шутер от 3-го лица, спин-офф вселенной Control, рассчитанный на прохождение 4 игроками."
The Wayward Realms,https://iwant.games/wp-content/uploads/the-wayward-realms-thumb-400x600.jpg,https://iwant.games/the-wayward-realms/,"The Wayward Realms — одиночная ролевая игра с открытым миром от 1-го лица в фэнтезийной вселенной от создателей первых частей The Elder Scrolls. Игроку предстоит полностью создать своего героя, выбрав расу, класс и характер, чтобы отправиться в вольное путешествие по огромному миру, состоящему из сотен городов и локаций, встретить фэнтезийных существ и пройти свой уникальный путь и историю, которая меняется в зависимости от принятых решений."
2XKO (Project L),https://iwant.games/wp-content/uploads/2xko-cover-400x600.png,https://iwant.games/project-l/,2XKO (ранее Project L) — бесплатный файтинг во вселенной League of Legends.
Splinter Cell Remake,https://iwant.games/wp-content/uploads/splinter-cell-remake-thumb-400x600.jpg,https://iwant.games/splinter-cell-remake/,"Splinter Cell Remake — стелс-экшен от 3-го лица, ремейк первой игры в серии 2002 года — Tom Clancy's Splinter Cell. Игра получит современную графику и некоторые изменения в интерфейсе, при этом сохраняя линейность и дух оригинальной Splinter Cell."
Agony: Lords of Hell,https://iwant.games/wp-content/uploads/agony-lords-of-hell-thumb-400x600.jpg,https://iwant.games/agony-lords-of-hell/,"Agony: Lords of Hell — стратегия в реальном времени в демонической вселенной Agony. Игрок сыграет в роли царя Нимрода и его помощника суккуба Видия, которым предстоит построить свою империю, завоевывая новые территории. Геймплей представляет собой классическую схему: сбор ресурсов, постройка зданий, найм войск и героев-демонов."
